Cluster = 0
Cluster = 1
Genus: oxytropis 	 NumberInCluster: 4 	 PercentageInCluster: 0.060606
Genus: cyperus 	 NumberInCluster: 21 	 PercentageInCluster: 0.144828
Genus: arenaria 	 NumberInCluster: 4 	 PercentageInCluster: 0.066667
Genus: salvinia 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: bejaria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: panicum 	 NumberInCluster: 7 	 PercentageInCluster: 0.085366
Genus: stylodon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: triplasis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: astragalus 	 NumberInCluster: 3 	 PercentageInCluster: 0.004878
Genus: sageretia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: lepidium 	 NumberInCluster: 5 	 PercentageInCluster: 0.052632
Genus: agarista 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: gymnostyles 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: euphorbia 	 NumberInCluster: 7 	 PercentageInCluster: 0.079545
Genus: arnoglossum 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: paspalidium 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: parapholis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: calyptocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pyrrhopappus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: fraxinus 	 NumberInCluster: 2 	 PercentageInCluster: 0.100000
Genus: pyracantha 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: cuscuta 	 NumberInCluster: 4 	 PercentageInCluster: 0.053333
Genus: morella 	 NumberInCluster: 4 	 PercentageInCluster: 0.444444
Genus: calystegia 	 NumberInCluster: 3 	 PercentageInCluster: 0.054545
Genus: leucothoe 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: malvaviscus 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: sisyrinchium 	 NumberInCluster: 4 	 PercentageInCluster: 0.088889
Genus: macbridea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: amsonia 	 NumberInCluster: 5 	 PercentageInCluster: 0.192308
Genus: trichomanes 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: cliftonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lindernia 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: ammi 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: polygala 	 NumberInCluster: 15 	 PercentageInCluster: 0.187500
Genus: gratiola 	 NumberInCluster: 3 	 PercentageInCluster: 0.214286
Genus: lesquerella 	 NumberInCluster: 1 	 PercentageInCluster: 0.009901
Genus: ipomoea 	 NumberInCluster: 14 	 PercentageInCluster: 0.205882
Genus: polymnia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: scleria 	 NumberInCluster: 4 	 PercentageInCluster: 0.133333
Genus: lycopodiella 	 NumberInCluster: 4 	 PercentageInCluster: 0.285714
Genus: oligoneuron 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: ptilimnium 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: narcissus 	 NumberInCluster: 5 	 PercentageInCluster: 0.500000
Genus: eriocaulon 	 NumberInCluster: 5 	 PercentageInCluster: 0.333333
Genus: cuphea 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: amphianthus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: rhododendron 	 NumberInCluster: 10 	 PercentageInCluster: 0.250000
Genus: nierembergia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: salsola 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: doellingeria 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: silene 	 NumberInCluster: 1 	 PercentageInCluster: 0.006711
Genus: richardia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: verbascum 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: thymophylla 	 NumberInCluster: 2 	 PercentageInCluster: 0.105263
Genus: stokesia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: amphicarpum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: justicia 	 NumberInCluster: 1 	 PercentageInCluster: 0.037037
Genus: adiantum 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Genus: persea 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: securigera 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: sericocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: ageratum 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: melanthera 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: lycoris 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: teucrium 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: sporobolus 	 NumberInCluster: 7 	 PercentageInCluster: 0.166667
Genus: cryptomeria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: tofieldia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: bowlesia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: forestiera 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: arachis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: kalmia 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: lipocarpha 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: sesuvium 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: chaptalia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: ludwigia 	 NumberInCluster: 17 	 PercentageInCluster: 0.414634
Genus: lachnocaulon 	 NumberInCluster: 4 	 PercentageInCluster: 0.800000
Genus: oxypolis 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: aureolaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: hymenopappus 	 NumberInCluster: 1 	 PercentageInCluster: 0.034483
Genus: xyris 	 NumberInCluster: 19 	 PercentageInCluster: 0.703704
Genus: cinnamomum 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: rostraria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cenchrus 	 NumberInCluster: 3 	 PercentageInCluster: 0.250000
Genus: diervilla 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: lepuropetalon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: eriochloa 	 NumberInCluster: 3 	 PercentageInCluster: 0.200000
Genus: dichanthelium 	 NumberInCluster: 9 	 PercentageInCluster: 0.142857
Genus: fuirena 	 NumberInCluster: 4 	 PercentageInCluster: 0.363636
Genus: cynanchum 	 NumberInCluster: 2 	 PercentageInCluster: 0.080000
Genus: gossypium 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: pycnanthemum 	 NumberInCluster: 5 	 PercentageInCluster: 0.200000
Genus: kosteletzkya 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: tagetes 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: talinum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: aesculus 	 NumberInCluster: 3 	 PercentageInCluster: 0.166667
Genus: canna 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: krigia 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: rumex 	 NumberInCluster: 3 	 PercentageInCluster: 0.041096
Genus: sclerolepis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: stipulicida 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: solanum 	 NumberInCluster: 9 	 PercentageInCluster: 0.083333
Genus: cleistes 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: mimosa 	 NumberInCluster: 2 	 PercentageInCluster: 0.060606
Genus: glandularia 	 NumberInCluster: 3 	 PercentageInCluster: 0.136364
Genus: spartina 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: blephilia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: oenothera 	 NumberInCluster: 4 	 PercentageInCluster: 0.040000
Genus: oxycaryum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: andropogon 	 NumberInCluster: 8 	 PercentageInCluster: 0.296296
Genus: viburnum 	 NumberInCluster: 2 	 PercentageInCluster: 0.062500
Genus: batis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hyptis 	 NumberInCluster: 2 	 PercentageInCluster: 0.166667
Genus: pterocarya 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: stellaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.022222
Genus: verbesina 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: eustoma 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cladium 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: baptisia 	 NumberInCluster: 10 	 PercentageInCluster: 0.294118
Genus: photinia 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: oldenlandia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: lotus 	 NumberInCluster: 1 	 PercentageInCluster: 0.012195
Genus: stachys 	 NumberInCluster: 2 	 PercentageInCluster: 0.047619
Genus: youngia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: plantago 	 NumberInCluster: 2 	 PercentageInCluster: 0.042553
Genus: cucurbita 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: crinum 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: lactuca 	 NumberInCluster: 2 	 PercentageInCluster: 0.100000
Genus: robinia 	 NumberInCluster: 5 	 PercentageInCluster: 0.294118
Genus: tristagma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: calibrachoa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: echinacea 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: heliotropium 	 NumberInCluster: 1 	 PercentageInCluster: 0.029412
Genus: callirhoe 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: eupatorium 	 NumberInCluster: 7 	 PercentageInCluster: 0.155556
Genus: hydrolea 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: tetragonotheca 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: schizachyrium 	 NumberInCluster: 3 	 PercentageInCluster: 0.187500
Genus: lagerstroemia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: schedonorus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: psilotum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: sarracenia 	 NumberInCluster: 22 	 PercentageInCluster: 0.666667
Genus: dryopteris 	 NumberInCluster: 1 	 PercentageInCluster: 0.020408
Genus: azolla 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: aristida 	 NumberInCluster: 8 	 PercentageInCluster: 0.145455
Genus: verbena 	 NumberInCluster: 4 	 PercentageInCluster: 0.072727
Genus: prenanthes 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: striga 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: phyllostachys 	 NumberInCluster: 6 	 PercentageInCluster: 0.500000
Genus: macrothelypteris 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: agrimonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: rubus 	 NumberInCluster: 10 	 PercentageInCluster: 0.038760
Genus: nolina 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: atriplex 	 NumberInCluster: 1 	 PercentageInCluster: 0.008547
Genus: limnodea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: centaurea 	 NumberInCluster: 1 	 PercentageInCluster: 0.027778
Genus: calopogon 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: ficus 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: hibiscus 	 NumberInCluster: 4 	 PercentageInCluster: 0.080000
Genus: amelanchier 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Genus: hypochaeris 	 NumberInCluster: 4 	 PercentageInCluster: 0.666667
Genus: polanisia 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: phacelia 	 NumberInCluster: 2 	 PercentageInCluster: 0.008889
Genus: ammannia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: chenopodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.013889
Genus: hedera 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: sorghastrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: physalis 	 NumberInCluster: 7 	 PercentageInCluster: 0.137255
Genus: croomia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: passiflora 	 NumberInCluster: 2 	 PercentageInCluster: 0.043478
Genus: facelis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: illicium 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: blyxa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hexastylis 	 NumberInCluster: 9 	 PercentageInCluster: 0.600000
Genus: elionurus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: amorpha 	 NumberInCluster: 7 	 PercentageInCluster: 0.350000
Genus: acmella 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: cabomba 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: prunus 	 NumberInCluster: 6 	 PercentageInCluster: 0.068966
Genus: clerodendrum 	 NumberInCluster: 6 	 PercentageInCluster: 0.333333
Genus: thaspium 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: heuchera 	 NumberInCluster: 1 	 PercentageInCluster: 0.013514
Genus: selaginella 	 NumberInCluster: 8 	 PercentageInCluster: 0.133333
Genus: chrysoma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: monarda 	 NumberInCluster: 2 	 PercentageInCluster: 0.054054
Genus: catapodium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: linum 	 NumberInCluster: 4 	 PercentageInCluster: 0.075472
Genus: polycarpon 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: diplazium 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: waldsteinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: osmanthus 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: juniperus 	 NumberInCluster: 1 	 PercentageInCluster: 0.041667
Genus: triglochin 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: cedrus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: poa 	 NumberInCluster: 1 	 PercentageInCluster: 0.009615
Genus: callitriche 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: fimbristylis 	 NumberInCluster: 8 	 PercentageInCluster: 0.296296
Genus: amaranthus 	 NumberInCluster: 3 	 PercentageInCluster: 0.058824
Genus: carex 	 NumberInCluster: 31 	 PercentageInCluster: 0.044669
Genus: axonopus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: isolepis 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: portulaca 	 NumberInCluster: 6 	 PercentageInCluster: 0.315789
Genus: leavenworthia 	 NumberInCluster: 7 	 PercentageInCluster: 0.437500
Genus: sisymbrium 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: agropogon 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sesbania 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
Genus: eleocharis 	 NumberInCluster: 12 	 PercentageInCluster: 0.137931
Genus: packera 	 NumberInCluster: 2 	 PercentageInCluster: 0.029412
Genus: silphium 	 NumberInCluster: 14 	 PercentageInCluster: 0.358974
Genus: eurybia 	 NumberInCluster: 4 	 PercentageInCluster: 0.142857
Genus: sinocalamus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: solidago 	 NumberInCluster: 19 	 PercentageInCluster: 0.131944
Genus: dahlia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: rhus 	 NumberInCluster: 3 	 PercentageInCluster: 0.100000
Genus: asimina 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: tiarella 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: arisaema 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: collinsonia 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: abies 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: capsicum 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: sorghum 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: melia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: iva 	 NumberInCluster: 3 	 PercentageInCluster: 0.200000
Genus: hackelochloa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: catharanthus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: utricularia 	 NumberInCluster: 4 	 PercentageInCluster: 0.190476
Genus: arabis 	 NumberInCluster: 1 	 PercentageInCluster: 0.006849
Genus: eustachys 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: enteropogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: galium 	 NumberInCluster: 6 	 PercentageInCluster: 0.037736
Genus: abelmoschus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: imperata 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: pityopsis 	 NumberInCluster: 6 	 PercentageInCluster: 0.428571
Genus: sphenoclea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: stewartia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: clinopodium 	 NumberInCluster: 4 	 PercentageInCluster: 0.307692
Genus: polygonum 	 NumberInCluster: 3 	 PercentageInCluster: 0.028302
Genus: asclepias 	 NumberInCluster: 11 	 PercentageInCluster: 0.120879
Genus: helianthus 	 NumberInCluster: 13 	 PercentageInCluster: 0.160494
Genus: viola 	 NumberInCluster: 4 	 PercentageInCluster: 0.022222
Genus: pellaea 	 NumberInCluster: 1 	 PercentageInCluster: 0.040000
Genus: boltonia 	 NumberInCluster: 3 	 PercentageInCluster: 0.300000
Genus: lycopus 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: rudbeckia 	 NumberInCluster: 4 	 PercentageInCluster: 0.097561
Genus: hydrilla 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: nassella 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: phytolacca 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: lolium 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: cakile 	 NumberInCluster: 2 	 PercentageInCluster: 0.166667
Genus: sesamum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: macranthera 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: ranunculus 	 NumberInCluster: 4 	 PercentageInCluster: 0.028369
Genus: bacopa 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: polygonella 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
Genus: alternanthera 	 NumberInCluster: 6 	 PercentageInCluster: 0.428571
Genus: jaborosa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: calycanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: gochnatia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: gypsophila 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: froelichia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: thelypteris 	 NumberInCluster: 8 	 PercentageInCluster: 0.106667
Genus: dinebra 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: kyllinga 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: polypogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: nyssa 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: proserpinaca 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: ophioglossum 	 NumberInCluster: 4 	 PercentageInCluster: 0.250000
Genus: allium 	 NumberInCluster: 2 	 PercentageInCluster: 0.013514
Genus: balduina 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: rhapidophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pieris 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: habenaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: croptilon 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: xylosma 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: chrysopsis 	 NumberInCluster: 4 	 PercentageInCluster: 0.250000
Genus: buddleja 	 NumberInCluster: 3 	 PercentageInCluster: 0.214286
Genus: eremochloa 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: schisandra 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: rosa 	 NumberInCluster: 5 	 PercentageInCluster: 0.059524
Genus: vernicia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: yeatesia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: crataegus 	 NumberInCluster: 41 	 PercentageInCluster: 0.210256
Genus: cleome 	 NumberInCluster: 3 	 PercentageInCluster: 0.150000
Genus: boerhavia 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: opuntia 	 NumberInCluster: 5 	 PercentageInCluster: 0.066667
Genus: tamarix 	 NumberInCluster: 4 	 PercentageInCluster: 0.444444
Genus: thermopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: aeschynomene 	 NumberInCluster: 3 	 PercentageInCluster: 0.214286
Genus: cyrilla 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: nuphar 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: chasmanthium 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: leersia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
